assists,birth_date,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,clearances_blocks_interceptions,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,defensive_contribution,defensive_contribution_per_90,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,known_name,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,price_change_percent,recoveries,red_cards,region,removed,saves,saves_per_90,scout_news_link,scout_risks,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,tackles,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,2006-01-10,0,0,False,True,0,0,0,0,0,628204,None,,0,0,-2,2,0.0,655,252,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Yunus Emre,0.0,542,180,0,0,0,False,0.0,661,249,131,False,0.0,659,247,,0,has joined Oxford United on loan for the rest of the season.,2026-01-16T15:17:51.447836Z,43,622,370,p628204,0,0,None,0,,628204.jpg,0.0,669,257,0,0,0,219,False,0,0,,[],Konak,0.1,435,147,False,None,0,0,u,0,5,94,2024-01-11,0.0,632,241,0,38108,0,45761,158,0.0,0.0,Konak,0
0,2001-05-08,0,0,False,True,0,0,0,0,0,220695,None,,0,0,0,0,0.0,689,270,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Paris,0.0,592,203,0,0,0,False,0.0,696,269,132,False,0.0,694,267,,0,has joined Norwich City permanently.,2026-01-27T16:47:33.569182Z,45,424,253,p220695,0,0,None,0,,220695.jpg,0.0,700,273,0,0,0,241,False,0,0,,[],Maghoma,0.0,688,276,False,None,0,0,u,0,5,94,2020-08-01,0.0,670,262,0,4038,0,5595,15,0.0,0.0,Maghoma,0
0,2002-09-18,0,2,False,True,0,0,0,0.0,0,450539,None,,0,0,-1,1,0.0,663,254,0,0.0,None,,0,3,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,Myles,0.0,558,183,0,0.0,0,False,0.0,669,252,133,False,0.0,667,250,,1,has joined Oxford United permanently.,2026-01-15T12:49:06.966037Z,44,545,327,p450539,0,0,None,0,,450539.jpg,1.0,475,208,0,0,0,241,False,0,0.0,,[],Peart-Harris,0.0,645,251,False,None,0,0.0,u,0,5,94,2021-07-23,0.0,642,244,1,3881,0,6495,15,0.0,0.2,Peart-Harris,0
0,2003-03-12,0,0,False,True,0,0,0,0,0,591357,None,,0,0,0,0,0.0,736,310,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ryan,0.0,652,250,0,0,0,False,0.0,743,310,134,False,0.0,743,310,,0,Has joined Wigan on loan for the rest of the season,2025-08-11T01:07:54.335986Z,45,492,303,p591357,0,0,None,0,,591357.jpg,0.0,745,312,0,0,0,241,False,0,0,,[],Trevitt,0.0,796,349,False,None,0,0,u,0,5,94,2024-01-08,0.0,723,306,0,0,0,953,0,0.0,0.0,Trevitt,0
1,2001-06-26,22,675,True,True,100,100,9,0.29,70,502500,None,,1,-1,14,-14,328.2,103,4,188,5.97,None,,6,4,7.0,7.5,2,1.73,0.05,20.86,0.66,19.13,43.24,1.37,0.61,Igor Thiago,7.5,16,5,42,1.33,21,False,231.6,4,2,136,True,934.4,6,2,Igor Thiago,2832,,2025-12-18T01:30:08.634916Z,74,25,9,p502500,0,1,2,0,,502500.jpg,5.1,14,3,0,87,0,30,False,0,0.0,,[],Nascimento Rodrigues,35.5,8,3,False,None,32,1.02,a,31,5,94,2024-07-01,1056.0,2,2,168,9639654,175000,5387484,70747,1.0,22.7,Thiago,6
0,None,0,0,False,True,0,0,0,0,0,533710,None,,0,0,-1,1,0.0,670,69,0,0,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Iwan,0.0,568,58,0,0,0,False,0.0,677,70,137,False,0.0,675,70,,0,has joined Shrewsbury on loan for the rest of the season.,2026-01-02T18:38:50.184481Z,44,557,77,p533710,0,0,None,0,,533710.jpg,0.0,682,70,0,0,0,None,False,0,0,,[],Morgan,0.3,333,54,False,None,0,0,u,0,5,94,None,0.0,651,69,0,52422,0,82371,114,0.0,0.0,Morgan,0
0,1998-10-23,0,0,True,True,25,25,0,0,0,183656,None,,0,0,-1,1,0.0,772,334,0,0,None,,0,3,-0.1,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Josh,0.0,707,290,0,0,0,False,0.0,776,334,748,False,0.0,776,334,,0,Lack of match fitness - 25% chance of playing,2025-11-20T12:00:10.592439Z,49,297,184,p183656,0,0,None,0,,183656.jpg,0.0,777,335,0,0,0,241,False,0,0,https://www.brentfordfc.com/en/news/article/first-team-brentford-v-fulham-premier-league-injury-update-aaron-hickey-jordan-henderson?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,[],Dasilva,0.0,814,360,False,None,0,0,d,0,5,94,2025-10-23,0.0,768,332,0,218,3,247,5,0.0,0.0,Dasilva,0
0,2007-02-06,0,0,True,True,0,0,0,0,0,593174,None,,0,0,0,0,0.0,737,78,0,0,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kaye,0.0,653,67,0,0,0,False,0.0,744,79,797,False,0.0,744,79,,0,Knock - Unknown return date,2026-04-17T15:00:07.930549Z,45,493,69,p593174,0,0,None,0,,593174.jpg,0.0,746,79,0,0,0,21,False,0,0,https://www.brentfordfc.com/en/news/article/first-team-brentford-v-fulham-premier-league-injury-update-aaron-hickey-jordan-henderson?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,[],Furo,0.0,705,89,False,None,0,0,i,0,5,94,2026-01-11,0.0,724,78,0,2220,35,1548,126,0.0,0.0,Furo,0
0,2007-10-01,0,0,True,True,None,None,0,0,0,559610,None,,0,0,0,0,0.0,720,297,0,0,None,,0,3,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Luka,0.0,631,233,0,0,0,False,0.0,727,297,810,False,0.0,726,296,,0,,None,45,471,286,p559610,0,0,None,0,,559610.jpg,0.0,729,299,0,0,0,21,False,0,0,,[],Bentt,0.0,798,350,False,None,0,0,a,0,5,94,2026-01-31,0.0,705,291,0,439,17,223,19,0.0,0.0,Bentt,0
0,2006-09-25,0,0,True,True,None,None,0,0,0,494556,None,,0,0,0,0,0.0,588,222,0,0,None,,0,2,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ollie,0.0,444,168,0,0,0,False,0.0,598,222,819,False,0.0,596,222,,0,,None,40,699,178,p494556,0,0,None,0,,494556.jpg,0.0,607,223,0,0,0,241,False,0,0,,[],Shield,0.0,759,258,False,None,0,0,a,0,5,94,2026-02-15,0.0,557,218,0,380,36,163,33,0.0,0.0,Shield,0
0,2007-09-04,0,0,True,True,None,None,0,0,0,649240,None,,0,0,0,0,0.0,623,248,0,0,None,,0,2,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Joshua,0.0,485,200,0,0,0,False,0.0,632,248,823,False,0.0,630,248,,0,,None,40,743,212,p649240,0,0,None,0,,649240.jpg,0.0,640,248,0,0,0,241,False,0,0,,[],Stephenson,0.0,805,266,False,None,0,0,a,0,5,94,2025-08-01,0.0,594,246,0,76,23,28,12,0.0,0.0,Stephenson,0
0,2004-06-16,0,0,True,True,None,None,0,0,0,587433,None,,0,0,0,0,0.0,610,236,0,0,None,,0,2,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Conor,0.0,469,185,0,0,0,False,0.0,619,236,824,False,0.0,617,236,,0,,None,40,726,196,p587433,0,0,None,0,,587433.jpg,0.0,627,236,0,0,0,104,False,0,0,,[],McManus,0.0,797,264,False,None,0,0,a,0,5,94,2024-07-19,0.0,580,233,0,105,31,38,21,0.0,0.0,McManus,0
0,2005-08-24,0,0,True,True,None,None,0,0,0,547671,None,,0,0,0,0,0.0,715,293,0,0,None,,0,3,-0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Riley,0.0,625,228,0,0,0,False,0.0,721,292,826,False,0.0,720,291,,0,,None,45,464,281,p547671,0,0,None,0,,547671.jpg,0.0,725,296,0,0,0,241,False,0,0,,[],Owen,0.0,823,367,False,None,0,0,a,0,5,94,2024-07-19,0.0,699,286,0,58,25,10,6,0.0,0.0,Owen,0
0,1990-08-18,0,0,True,True,None,None,0,0,0,49262,None,,0,0,-3,3,0.0,628,79,0,0,None,,0,1,0.0,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Jason,0.0,494,79,0,0,0,False,0.0,636,89,138,False,0.0,634,89,,0,,None,42,626,28,p49262,0,0,None,0,,49262.jpg,0.0,644,89,0,0,0,241,False,0,0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",Steele,0.2,361,51,False,None,0,0,a,0,6,36,2018-07-01,0.0,599,65,0,11684,156,41010,276,0.0,0.0,Steele,0
0,2002-08-18,6,575,True,True,None,None,9,0.26,29,489639,None,,0,0,0,0,10.0,432,11,0,0.0,None,,3,1,0.0,10.9,8,0.06,0.0,0.06,0.0,0.00,43.36,1.28,0.0,Bart,5.7,40,5,39,1.15,0,False,86.0,152,2,139,False,849.0,8,2,,3060,,None,45,446,24,p489639,1,0,None,1,,489639.jpg,3.5,120,16,0,300,0,152,False,95,2.79,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",Verbruggen,6.5,58,9,False,None,34,1.0,a,1,6,36,2023-07-03,0.0,686,79,118,1259521,13453,970239,51960,1.3,26.2,Verbruggen,3
0,2000-03-25,0,0,True,True,None,None,0,0,0,209288,None,,0,0,-1,1,0.0,531,33,0,0,None,,0,1,0.0,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Tom,0.0,384,36,0,0,0,False,0.0,545,49,140,False,0.0,543,49,,0,,None,39,758,78,p209288,0,0,None,0,,209288.jpg,0.0,554,49,0,0,0,39,False,0,0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",McGill,0.3,328,45,False,None,0,0,a,0,6,36,2021-02-02,0.0,499,19,0,18587,61,29756,238,0.0,0.0,McGill,0
0,2001-07-02,0,0,False,True,0,0,0,0,0,472739,None,,0,0,0,0,0.0,581,64,0,0,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Carl,0.0,437,65,0,0,0,False,0.0,591,76,141,False,0.0,589,76,,0,Has joined Coventry City on loan for the rest of the season.,2025-07-25T14:54:18.206318Z,40,692,54,p472739,0,0,None,0,,472739.jpg,0.0,600,76,0,0,0,241,False,0,0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",Rushworth,0.0,811,94,False,None,0,0,u,0,6,36,2023-07-01,0.0,550,50,0,0,0,247,1,0.0,0.0,Rushworth,0
0,2000-01-23,0,0,False,True,0,0,0,0,0,240514,None,,0,0,0,0,0.0,571,57,0,0,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kjell,0.0,425,58,0,0,0,False,0.0,581,69,142,False,0.0,579,69,,0,Has joined Union SG permanently,2025-07-25T14:53:26.961790Z,40,680,47,p240514,0,0,None,0,,240514.jpg,0.0,590,69,0,0,0,152,False,0,0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",Scherpen,0.0,813,95,False,None,0,0,u,0,6,36,2021-07-16,0.0,540,43,0,0,0,208,0,0.0,0.0,Scherpen,0
1,1997-11-18,4,163,True,True,None,None,3,0.38,59,204120,3,,0,0,-3,3,64.9,333,112,73,9.27,None,,0,2,0.0,10.9,7,0.40,0.05,0.45,0.06,0.05,7.71,0.98,0.01,Olivier,5.7,39,16,7,0.89,0,False,26.9,362,124,143,False,191.2,295,114,,709,,None,42,633,143,p204120,0,0,None,0,,204120.jpg,3.5,115,39,0,49,0,73,False,0,0.0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",Boscagli,0.1,442,164,False,None,8,1.02,a,14,6,36,2025-07-02,12.0,408,152,38,17038,379,16250,2159,1.4,9.0,Boscagli,2
0,2003-12-28,0,32,False,True,0,0,1,0.47,16,550090,None,,0,0,-3,3,3.7,454,163,18,8.39,None,,0,2,0.0,0.0,0,0.01,0.0,0.01,0.0,0.00,4.52,2.11,0.0,Diego,0.0,506,212,3,1.4,0,False,4.8,456,164,144,False,42.4,425,159,,193,has joined Paris FC on loan for the rest of the season.,2026-01-30T15:58:36.007916Z,42,647,151,p550090,0,0,None,0,,550090.jpg,2.0,340,125,0,6,0,106,False,0,0.0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",Coppola,0.0,605,215,False,None,2,0.93,u,2,6,36,2025-06-17,2.0,444,167,10,2735,0,8409,20,0.0,2.4,Coppola,2
1,2000-12-22,6,245,True,True,100,100,4,0.31,35,465730,None,,0,0,-2,2,331.0,101,25,54,4.14,1,,1,2,0.0,2.9,5,2.25,0.17,3.80,0.29,1.55,21.07,1.62,0.12,Maxim,1.7,186,64,19,1.46,2,False,70.6,206,71,145,False,242.4,257,103,,1173,,2025-09-13T21:30:07.998380Z,43,590,134,p465730,0,0,None,0,,465730.jpg,2.5,263,103,0,59,0,21,False,0,0.0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",De Cuyper,1.5,161,62,False,None,14,1.07,a,19,6,36,2025-07-05,132.0,228,59,66,258473,228,739197,5289,0.4,15.3,De Cuyper,2
1,1991-11-21,3,389,True,True,100,0,6,0.21,184,83299,None,,0,0,0,0,108.6,272,78,217,7.61,3,,1,2,0.0,0.0,0,0.51,0.02,1.81,0.07,1.30,38.31,1.34,0.05,Lewis,0.0,585,235,35,1.23,0,False,83.8,155,53,146,False,573.4,63,30,,2565,,2026-03-21T19:00:09.902391Z,45,411,75,p83299,0,0,None,0,,83299.jpg,2.8,217,86,0,120,0,241,False,0,0.0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",Dunk,0.9,210,81,False,None,28,0.98,a,33,6,36,2009-07-01,154.0,205,53,82,166624,511,224082,1960,0.0,18.2,Dunk,10
0,1998-01-21,0,0,False,True,0,0,0,0,0,204214,None,,0,0,0,0,0.0,687,257,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Pervis,0.0,590,237,0,0,0,False,0.0,694,257,147,False,0.0,692,257,,0,Has joined AC Milan permanently,2025-07-24T10:14:09.955203Z,45,421,82,p204214,0,0,None,0,,204214.jpg,0.0,698,257,0,0,0,62,False,0,0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",Estupiñán Tenorio,0.0,752,257,False,None,0,0,u,0,6,36,2022-07-16,0.0,668,256,0,0,0,1989,0,0.0,0.0,Estupiñan,0
2,1999-10-07,7,481,True,True,None,None,9,0.29,105,231416,None,,0,0,-1,1,365.2,82,18,160,5.2,None,,1,2,0.0,14.1,16,2.53,0.08,4.53,0.14,2.00,38.91,1.26,0.06,Ferdi,7.3,17,7,34,1.1,1,False,108.8,94,24,148,False,471.2,117,52,,2770,,None,44,535,109,p231416,0,0,None,0,,231416.jpg,3.3,148,56,0,118,0,219,False,0,0.0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",Kadıoğlu,0.5,261,98,False,None,30,0.97,a,55,6,36,2024-08-27,249.0,120,20,108,148383,4915,92463,10480,1.7,24.5,F.Kadıoğlu,6
0,1998-02-07,0,10,True,True,100,100,0,0.0,13,223434,None,,0,0,0,0,10.6,425,153,13,11.36,None,,0,2,0.0,-0.5,0,0.00,0.0,0.00,0.0,0.00,4.66,4.07,0.0,Igor Julio,0.0,593,239,3,2.62,0,False,3.6,463,166,149,False,25.8,447,163,Igor Julio,103,,2025-12-29T18:00:08.845429Z,45,425,85,p223434,0,0,None,0,,223434.jpg,1.5,410,152,0,3,0,30,False,0,0.0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",dos Santos de Paulo,0.1,517,185,False,None,1,0.87,a,0,6,36,2023-07-26,0.0,671,258,6,11035,93,11261,296,0.0,1.3,Igor,0
0,2000-09-30,0,0,False,True,0,0,0,0,0,232792,None,,0,0,-1,1,0.0,660,256,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Tariq,0.0,553,230,0,0,0,False,0.0,666,256,150,False,0.0,664,256,,0,has joined Fiorentina permanently.,2025-09-02T12:06:29.254107Z,44,537,111,p232792,0,0,None,0,,232792.jpg,0.0,673,256,0,0,0,81,False,0,0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",Lamptey,0.1,524,187,False,None,0,0,u,0,6,36,2020-01-31,0.0,639,255,0,2778,0,38677,18,0.0,0.0,Lamptey,0
3,2000-06-08,8,533,True,True,100,100,9,0.28,233,469142,None,,0,0,1,-1,220.0,168,42,282,8.91,None,,1,2,0.0,10.9,12,1.35,0.04,3.71,0.11,2.37,40.57,1.28,0.07,Jan Paul,5.7,41,17,37,1.17,3,False,140.9,50,7,151,False,909.4,7,3,,2850,,2026-02-08T22:00:09.013159Z,46,403,71,p469142,1,0,None,0,,469142.jpg,4.3,42,16,0,99,0,152,False,0,0.0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",van Hecke,6.9,54,17,False,None,32,1.01,a,49,6,36,2020-09-10,276.0,104,12,137,1958953,18217,831892,116796,1.2,29.8,Van Hecke,8
0,1992-01-15,1,146,True,True,100,100,1,0.1,65,111478,None,,0,0,-2,2,72.6,316,105,94,9.52,None,,0,2,0.0,0.9,1,0.12,0.01,1.11,0.11,0.99,15.18,1.54,0.1,Joël,0.7,271,84,12,1.21,1,False,37.1,323,109,152,False,234.6,261,106,,889,,2025-10-02T13:00:07.706508Z,43,575,122,p111478,0,0,None,0,,111478.jpg,1.8,368,137,0,36,0,152,False,0,0.0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",Veltman,0.1,446,166,False,None,8,0.81,a,29,6,36,2020-07-29,63.0,319,99,38,23572,73,38081,591,0.2,8.8,Veltman,4
0,1995-01-04,0,0,True,True,0,0,0,0,0,110735,None,,0,0,-1,1,0.0,657,255,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Adam,0.0,548,227,0,0,0,False,0.0,664,255,153,False,0.0,662,255,,0,Knee injury - Unknown return date,2025-08-08T14:30:04.202011Z,44,528,104,p110735,0,0,None,0,,110735.jpg,0.0,671,255,0,0,0,241,False,0,0,https://www.brightonandhovealbion.com/media-article/mft-match-preview-chelsea-bha-pl-september-2025?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",Webster,0.0,765,259,False,None,0,0,i,0,6,36,2019-08-03,0.0,636,254,0,1048,12,1805,11,0.0,0.0,Webster,0
0,2001-11-09,0,0,False,True,0,0,0,0,0,439135,None,,0,0,0,0,0.0,574,216,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Eiran,0.0,428,160,0,0,0,False,0.0,584,216,154,False,0.0,582,216,,0,has joined Blackburn Rovers on loan for the rest of the season.,2025-07-28T11:50:54.390347Z,40,683,170,p439135,0,0,None,0,,439135.jpg,0.0,593,217,0,0,0,104,False,0,0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",Cashin,0.0,786,262,False,None,0,0,u,0,6,36,2025-01-31,0.0,543,212,0,0,0,788,0,0.0,0.0,Cashin,0
0,None,0,0,False,True,0,0,0,0,0,589100,None,,0,0,0,0,0.0,612,237,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jacob,0.0,471,186,0,0,0,False,0.0,621,237,155,False,0.0,619,237,,0,has joined Harrogate Town on loan until January.,2025-09-22T21:52:58.462370Z,40,728,197,p589100,0,0,None,0,,589100.jpg,0.0,629,237,0,0,0,None,False,0,0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",Slater,0.1,512,182,False,None,0,0,u,0,6,36,None,0.0,582,234,0,3175,0,16742,17,0.0,0.0,Slater,0
0,2006-02-24,0,0,True,True,None,None,0,0,0,547720,None,,0,0,-2,2,0.0,515,196,0,0,None,,0,2,0.0,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Charlie,0.0,368,134,0,0,0,False,0.0,533,196,156,False,0.0,531,196,,0,,None,38,813,253,p547720,0,0,None,0,,547720.jpg,0.0,542,197,0,0,0,241,False,0,0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",Tasker,0.2,413,153,False,None,0,0,a,0,6,36,2025-03-28,0.0,482,190,0,12926,99,18349,259,0.0,0.0,Tasker,0
1,1997-05-20,2,233,True,True,100,100,5,0.29,27,451340,None,,0,0,-4,4,402.7,71,56,100,5.74,None,,0,3,0.0,6.1,9,2.65,0.15,6.29,0.36,3.64,20.28,1.16,0.21,Mitoma,3.3,111,41,17,0.98,3,False,108.1,95,55,157,False,285.0,226,96,,1567,,2026-03-05T00:00:08.351481Z,61,83,54,p451340,0,0,None,0,,451340.jpg,2.7,244,98,0,56,0,108,False,0,0.0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",Kaoru,2.0,136,44,False,None,17,0.98,a,17,6,36,2021-08-09,397.0,63,37,61,356936,3869,893995,9149,0.5,10.0,Mitoma,3
5,2002-04-20,2,275,True,True,100,100,7,0.37,37,463067,None,,0,0,-4,4,319.7,106,75,126,6.63,None,,0,3,0.0,8.1,12,2.32,0.12,4.80,0.25,2.48,20.20,1.06,0.13,Georginio,4.3,72,23,18,0.95,3,False,105.1,101,58,158,False,323.4,203,86,,1711,,2025-11-30T22:30:09.146377Z,56,130,81,p463067,1,0,None,0,,463067.jpg,3.0,200,80,0,59,0,73,False,0,0.0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",Rutter,0.3,320,109,False,None,20,1.05,a,30,6,36,2024-08-19,409.0,57,34,83,135481,922,258706,1151,0.8,14.8,Georginio,2
0,1994-07-20,0,4,True,True,75,100,0,0.0,0,109345,None,,0,0,-2,2,0.0,818,365,0,0.0,None,,0,3,0.0,-0.5,0,0.00,0.0,0.00,0.0,0.00,0.25,5.62,0.0,Solly,0.0,803,355,0,0.0,0,False,0.0,818,365,159,False,0.0,818,365,,4,Muscle injury - 75% chance of playing,2026-04-20T12:00:07.808781Z,58,102,68,p109345,0,0,None,0,,109345.jpg,1.0,509,237,0,0,0,241,False,0,0.0,https://www.brightonandhovealbion.com/media-article/mft-match-preview-bha-chelsea-pl-april-2026?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",March,0.0,702,284,False,None,0,0.0,d,0,6,36,2012-07-01,0.0,817,365,1,2941,35,3553,338,0.0,0.2,March,0
8,2004-07-22,8,405,True,True,100,100,9,0.39,29,592031,5,,0,0,-5,5,599.0,27,26,169,7.33,None,,0,3,0.0,4.1,4,4.49,0.19,7.76,0.33,3.27,29.65,1.29,0.14,Yankuba,2.3,148,62,29,1.26,2,False,158.6,32,25,160,False,420.8,138,46,,2074,,2025-12-31T00:00:09.377936Z,55,151,96,p592031,0,0,None,0,,592031.jpg,3.4,145,62,0,90,0,78,False,0,0.0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",Minteh,2.2,135,43,False,None,23,1.0,a,50,6,36,2024-07-01,563.0,30,14,102,2082206,1462,1944756,29330,0.4,18.5,Minteh,3
0,2004-01-23,0,0,False,True,0,0,0,0,0,474120,None,,0,0,-1,1,0.0,811,360,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Julio,0.0,787,345,0,0,0,False,0.0,812,360,161,False,0.0,812,360,,0,has joined Strasbourg permanently.,2025-08-10T18:00:05.470138Z,54,171,107,p474120,0,0,None,0,,474120.jpg,0.0,813,361,0,0,0,168,False,0,0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",Enciso Espínola,0.0,754,321,False,None,0,0,u,0,6,36,2022-06-17,0.0,809,359,0,105,0,2965,0,0.0,0.0,Enciso,0
1,2004-05-31,2,114,False,True,0,0,2,0.25,4,513433,None,,0,0,-1,1,217.1,172,117,58,7.37,None,,0,3,0.0,0.0,0,0.88,0.11,2.74,0.35,1.86,13.82,1.76,0.24,Brajan,0.0,789,347,11,1.4,1,False,50.0,280,143,162,False,134.4,340,153,,708,has joined Leipzig on loan for the rest of the season.,2026-02-02T13:42:58.370286Z,54,176,111,p513433,0,0,None,0,,513433.jpg,1.9,362,157,0,40,0,80,False,0,0.0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",Gruda,0.0,601,227,False,None,8,1.02,u,14,6,36,2024-08-14,152.0,207,112,35,16799,0,19858,22,0.0,6.5,Gruda,2
